train_loss,val_loss
0.18262924775481224,0.1734925020824779
0.08661084026098251,0.08851802281358025
0.0732505837455392,0.08411092446608977
0.06548437755554914,0.07472480223937468
0.055784473195672035,0.06231369890949943
0.047912764362990856,0.05586279860951684
0.04251474309712648,0.049867560917680916
0.03951735999435187,0.04410624537955631
0.035180268622934815,0.04381693323904818
0.03083772389218211,0.040200592103329574
0.028879228048026562,0.038710373707792976
0.027366410102695228,0.037490220232443375
0.02624860005453229,0.0369087928398089
0.024881674721837044,0.037239920347929
0.02278374684974551,0.031146891753781925
0.0225409796461463,0.030933778055689552
0.0220120370388031,0.03327923911538991
0.021072506345808505,0.030401486226103523
0.02064713230356574,0.0302118987522342
0.019959414983168243,0.030204591425982388
0.01889180326834321,0.027125799012455074
0.01801860108971596,0.026861107484860855
0.017803728673607112,0.025973503562537106
0.01701521221548319,0.026271846822716972
0.01626499239355326,0.027207858183167198
0.016132519114762545,0.024325774135914715
0.01621409859508276,0.02499805661765012
0.015485976682975888,0.024697663939811966
0.014969430631026626,0.02571467106992548
0.016341594886034726,0.02783285081386566
0.017435349198058246,0.02642262794754722
0.01639300393871963,0.023604708300395447
0.01446097418665886,0.022425556555390358
0.013829712383449077,0.02335084890100089
0.014846957614645362,0.026219903068108993
0.01598117742687464,0.02363737401637164
0.014047807129099966,0.024071356112306767
0.013335164729505777,0.0242777940901843
0.013539370615035295,0.028286239301616497
0.01408648961223662,0.025387123227119446
0.01489921510219574,0.022900382226163692
0.01387907937169075,0.023070708425207573
0.014216225175186992,0.02394707602533427
0.016523278690874575,0.023533523252064533
0.013124362146481872,0.022706055505709213
0.012925621075555681,0.021368219940499825
0.012678654724732041,0.02875274047255516
0.014026509644463659,0.023951407860625874
0.014584091771394015,0.02507234923541546
0.014546774886548519,0.029939877715977756
0.014395989710465074,0.02844685959545049
0.015589938219636678,0.0226184009489688
0.01450310917571187,0.02904214100404219
0.013819800037890673,0.025904072787274014
0.012544746417552233,0.023596533489498226
0.01223454549908638,0.02203335545279763
0.011962382355704904,0.023497987369244747
0.011870572250336409,0.02201186272908341
0.011125586275011302,0.0213299517265775
0.01106395567767322,0.021964220668781887
0.011986791761592031,0.02431978691707958
0.013996880780905486,0.024195180867205967
0.012082892330363392,0.020992161706089973
0.011610874161124229,0.02168172039091587
0.011470639519393444,0.02166978811675852
0.011553043127059936,0.022734501653096893
0.011881697410717606,0.02160730433057655
0.010695820348337293,0.020365417342294346
0.010737920296378434,0.022118560631166805
0.011205800948664546,0.020952066067944874
0.010706447483971714,0.020714724097739567
0.010429254779592157,0.019758162342689255
0.010026316717267036,0.021470403976061127
0.010563613474369049,0.021699801256710834
0.010732270404696464,0.020487395199862393
0.010603849776089191,0.021032765677029438
0.01037426593247801,0.022346071221611717
0.010817089676856994,0.02003441903401505
0.010378337930887938,0.021043642339381306
0.009713885933160782,0.021330695429986172
0.0097109830705449,0.02112095667557283
0.00985645349137485,0.02083486978980628
0.01000591185875237,0.022404984655705364
0.009749976638704538,0.022884759374640205
0.00962237964849919,0.022661622275005688
0.010063050780445337,0.02294601093639027
0.010237326705828309,0.02170771529728716
0.009651779965497553,0.02059531601315195
0.009114483511075378,0.021077428859743206
0.009374642698094248,0.022368873892859978
0.010076095908880233,0.01987343179908666
0.009283314808271825,0.019641042771664532
0.008488817932084202,0.01959240267222578
0.009287330671213567,0.020202898674390533
0.008817508816719055,0.020709853280674328
0.009389214497059584,0.022303691133856773
0.010889782779850065,0.023379146375439384
0.0099078468978405,0.020460398529063572
0.009301960794255137,0.01909865066409111
