train_loss,val_loss
0.00941250855103135,0.01878845217553052
0.008969483571127057,0.019822641868482937
0.00919065501075238,0.021280884065411308
0.008367847930639983,0.019818455658175728
0.008307878114283084,0.02171933278441429
0.0086785496911034,0.018094186501746826
0.008606690214946866,0.019011495211585003
0.008980121673084795,0.020528191531246357
0.009521431243047117,0.0221627586605874
0.009196044481359422,0.021262750368226658
0.008999196882359683,0.0201169340447946
0.008215862978249788,0.020343725484880535
0.008577422052621842,0.01947542449290102
0.008569475635886193,0.020501673729582268
0.008848929358646274,0.020698015493425457
0.008006974193267524,0.019920614632693203
0.008631617738865316,0.02019897238774733
0.008338966243900358,0.02138237976892428
0.00936085085850209,0.018612317740917206
0.008947387360967696,0.019694550809535114
0.008635693020187319,0.019989904524250465
0.008456938224844635,0.019500639966943047
0.007483144430443645,0.01734362474896691
0.007705977349542081,0.01790748807516965
0.008695068070665002,0.020704861561005764
0.008123123762197792,0.018831838260997425
0.0077820949023589495,0.018278863619674336
0.007196530257351697,0.019018879837610504
0.008512484678067266,0.019210953434759922
0.008985030115582049,0.018332040784033863
0.00846224243286997,0.01903830079192465
0.007613909710198641,0.01896555010568012
0.007954297214746475,0.017772532830184155
0.00794216962531209,0.017810241573236206
0.007564925658516586,0.01773705909197981
0.007668390893377364,0.017435926605354656
0.007610809244215489,0.017434778369285843
0.007436127588152886,0.01801743358373642
0.007568624359555543,0.0174800210039724
0.007643255451694131,0.017531204122033985
0.007521216780878604,0.019111888991160828
0.007458075694739818,0.022782200608741154
0.007853257888928055,0.02350232597779144
0.008948159357532858,0.020521714944731106
0.008954812353476883,0.023245476524938236
0.008321348251774907,0.022616901688955048
0.008021590416319668,0.018433641473000698
0.007372621330432594,0.019839009778066116
0.007672432949766517,0.018087865276770157
0.006904727523215115,0.017924581400372765
0.007011599512770772,0.017883639444004406
0.007809632527641952,0.021614604714241894
0.007887044316157698,0.018990581347183746
0.00848369977902621,0.018289878795092755
0.008153832354582845,0.016565764661539684
0.008420720440335571,0.017358420755375515
0.00829986915923655,0.01741132385690104
0.00907338596880436,0.02536046589640054
0.012326700077392162,0.02615738727829673
0.012182384030893445,0.022448774765838276
0.01350488760508597,0.024891624057834797
0.014279542397707701,0.02034279958090999
0.010655159130692482,0.01971772905777801
0.009083867631852626,0.021946162662722847
0.008724062726832927,0.024544997987422077
0.008294693101197482,0.021032047542658718
0.008624665066599846,0.02259618348696015
0.00895977783948183,0.02068388859995387
0.01007641835603863,0.021591582928191532
0.008694555703550577,0.023936779661612076
0.007732081157155335,0.020677265457131645
0.00745821485761553,0.021370187571102924
0.007690928177908063,0.020757345313375645
0.007580995140597224,0.01960210180418058
0.007759069022722542,0.020770649510351093
0.008114650147035718,0.02048961107026447
0.008327223570086062,0.020550935783169487
0.00894872322678566,0.0233524368906563
0.008433867921121418,0.021971406076442112
0.00787638328038156,0.020049897784536534
0.007461125706322491,0.021138318052346058
0.0073019989999011155,0.021586084061048248
0.007512979535385966,0.020629119297320194
0.007466683280654252,0.02037106640636921
0.007111021224409342,0.019993400878526947
0.007508664601482451,0.01938965848901055
0.007997308438643814,0.020179963078011166
0.0089491399936378,0.022479657591743904
0.008729375875554979,0.020297077230431816
0.007421089592389763,0.017991806634447792
0.007063706032931804,0.019627464342523705
0.0071957996813580396,0.019137296825647354
0.007244983478449285,0.018410823138600044
0.007675878587178886,0.016928218135779553
0.007947580935433508,0.01750919409096241
0.007466706051491201,0.017546715468845585
0.007614451111294329,0.017085323956879703
0.007005856977775693,0.016775977797806263
0.006386550795286894,0.01812955525449731
0.006254682969301939,0.017646400511942127
0.006120443064719439,0.01821629482914101
0.006796450144611299,0.019013095223768192
0.007142276805825532,0.01785685079680248
0.006474650697782636,0.019698522392321716
0.007321280986070633,0.017253478142348202
