train_loss_discriminator,train_loss_generator,val_loss
1.0113201236724854,1.4107323694229126,0.020920839126814497
0.8441633749008178,1.1906303119659425,0.02007465223697099
0.7939274144172669,1.1304593086242676,0.018077668446031484
0.7780322027206421,1.0944038867950439,0.01811614842577414
0.7800139665603638,1.1016521549224854,0.01907666733657772
0.7448895907402039,1.0677512645721436,0.016883211413567717
0.7347892618179321,1.0490184450149536,0.017377553727816453
0.7262736320495605,1.063177227973938,0.018200137770988726
0.7281415915489197,1.0464760494232177,0.01881057581102306
0.7200126934051514,1.0260623598098755,0.018127222342247312
0.715785174369812,1.0292852878570558,0.017574943771416492
0.7169999599456787,1.0300174283981323,0.01733335859396241
0.7107795691490173,1.0214128398895264,0.01946642805229534
0.7125682210922242,1.0210023593902589,0.017190193181688136
0.7096546101570129,1.0699001932144165,0.020384001850404523
0.7071099638938904,1.2422451066970825,0.022048042477531865
0.7044907784461976,1.103606162071228,0.020039032382721252
0.7034619069099426,1.0083919095993041,0.018250269358131017
0.7023306941986084,1.0124776077270508,0.019541293365711514
0.7015498423576355,1.0584841871261597,0.02558727277950807
0.7003760862350464,1.2833030700683594,0.024871515584262933
0.6998948645591736,1.0891336631774902,0.019386522708968682
0.6990391445159913,1.0505721139907838,0.020147485133599152
0.6986718845367431,1.0195785713195802,0.019611881791867992
0.6982794761657715,1.0157265377044677,0.018710320561446926
0.7000783395767212,1.012127070426941,0.01827358320694078
0.6990470051765442,1.0134230470657348,0.018025114328007807
0.6996666955947876,1.0050672960281373,0.01852612013674595
0.6988544607162476,1.0077599000930786,0.01840771853246472
0.697422800064087,1.01457435131073,0.0184658579189669
0.6974957108497619,1.0091182279586792,0.01823400529948148
0.6972050666809082,1.0020518064498902,0.017236672070893376
0.6976020002365112,0.9938920497894287,0.01852136061272838
0.6965318560600281,1.001764211654663,0.017005033198405396
0.6971891975402832,0.9923130798339844,0.017803145301612942
0.6985836410522461,0.9920424604415894,0.01768640921535817
0.6976383638381958,0.9992633867263794,0.01772147635505958
0.696820764541626,0.9960804176330567,0.017617099799893118
0.6966593170166016,0.9905066919326783,0.017659511383284223
0.6968759727478028,0.9870907211303711,0.01781462627378377
0.6972136092185974,1.0022884225845337,0.01802722867578268
0.6977364826202392,0.9976415324211121,0.01827728458764878
0.6969772005081176,0.9982287001609802,0.018197578225623477
0.6978666543960571,1.0007284116744994,0.01797491188415072
0.697364091873169,0.9955751419067382,0.017870394242080777
0.6976652574539185,0.9963376808166504,0.017923826300962405
0.6980611252784729,0.9964040184020996,0.01718171399764039
0.6977780532836914,0.9942049670219422,0.017674705978821623
0.6984055805206298,0.9981883096694947,0.01754306244917891
0.6983745908737182,0.9951939487457275,0.017391091635958714
0.6975246047973633,0.9906657934188843,0.017512961324643004
0.6972306990623474,0.9838953399658203,0.017287374846637248
0.6970396518707276,0.9868934392929077,0.017795254442502153
0.6967419672012329,0.99142409324646,0.016903181687336077
0.6963241291046143,0.9885312557220459,0.017560391314327718
0.6960707211494446,0.9815917921066284,0.01745524789122018
0.6961332798004151,0.9806237125396728,0.017254534566944296
0.6958404803276061,0.9888903307914734,0.01730560643429106
0.6956024169921875,0.9759115195274353,0.017385697195475752
0.6959303426742554,0.9818771266937256,0.01738704317672686
0.6957688641548156,0.9887446665763855,0.01746672112494707
0.6956676197052002,0.9855268740653992,0.017342608811503107
0.6955637311935425,0.9847722578048707,0.017272710596973245
0.6952081799507142,0.976839804649353,0.017711243270473048
0.6950206899642944,0.9952999305725098,0.017522081969813866
0.6950039720535278,0.9705817174911499,0.017633445747196674
0.6950013303756714,0.9860149812698364,0.017326564900577067
0.6949186396598815,0.9789915323257447,0.016678156161850147
0.6946288681030274,0.9852756667137146,0.016812074760144406
0.6948592138290405,0.9821189641952515,0.016697939011183653
0.6948111367225647,0.9816888403892517,0.016853291930800134
0.6945648431777954,0.9751584100723266,0.017483110996809874
0.6947768211364747,0.9793648910522461,0.01663943048227917
0.6945732450485229,0.9688724327087402,0.017086227238178254
0.6954393815994263,0.9833253383636474,0.016946074281903832
0.6946933770179748,0.9659313154220581,0.017038846456191758
0.6953227758407593,0.9816938257217407,0.017536689002405514
0.6948313188552856,0.9823397946357727,0.016829750128090383
0.6950672817230225,0.9786446285247803,0.016701883771880106
0.6957149267196655,0.9809976482391357,0.016527543538673358
0.6972357845306396,0.9613849925994873,0.0166032680564306
0.6970360088348388,0.9836379408836364,0.016672827015546236
0.6967058610916138,0.9743273687362671,0.01677673431960019
0.6962687253952027,0.9702908897399902,0.016722944311120293
0.69605633020401,0.9772824025154114,0.01692226698452776
0.6962180161476135,0.9705166721343994,0.01767732013355602
0.6964442539215088,0.9794798493385315,0.0168334423141046
0.6968030309677125,0.9659502029418945,0.016832277839156716
0.6975201606750489,0.9766170740127563,0.017102579721672968
0.6961913657188415,0.9753596067428589,0.0164594982158054
0.6968857622146607,0.9684257316589355,0.016740913452072577
0.696838481426239,0.9711800146102906,0.017029739645394414
0.6967042064666749,0.97750328540802,0.016577711413529785
0.6969114351272583,0.9740353298187255,0.016622296737676318
0.6967083120346069,0.9720228481292724,0.01687811313366348
0.6961001348495484,0.9717810320854187,0.016644097390499983
0.6959850311279296,0.9736900711059571,0.01620631261982701
0.6957815647125244,0.9766508674621582,0.016721576045859943
0.6953946948051453,0.9719872593879699,0.016644498096270995
0.6952887964248657,0.9660449361801148,0.017356762594797393
0.6952104139328003,0.9722892999649048,0.016778780401430347
0.6951864957809448,0.9675541639328002,0.016024834459478204
0.6949975800514221,0.9682756614685059,0.016131519339978695
0.6947771453857422,0.9676657104492188,0.016556661745364017
0.694736762046814,0.9641618633270264,0.016324136118319902
0.6945282125473022,0.9677553415298462,0.016390835053541445
0.694491491317749,0.9669401359558105,0.016671045395460996
0.6943871927261352,0.9688026618957519,0.01718899512832815
0.6942828440666199,0.9702340531349182,0.01681775560771877
0.6942850232124329,0.9661460757255554,0.016818221523003146
0.6941948890686035,0.9617121005058289,0.016845602491362528
0.6941785764694214,0.9642915058135987,0.01642576518722556
0.6942523622512817,0.9661358261108398,0.016591604629700833
0.6942008638381958,0.9626983761787414,0.01623927823860537
0.6942132425308227,0.9632950043678283,0.016358748857270587
0.6940464973449707,0.9592998218536377,0.016386832144450057
